교육청명,학교명,지역,학교유형,개설과목
서울특별시교육청,창동고등학교,서울특별시,일반고,"영어 독해와 작문,고전과 윤리,음악,진로활동,사회문제 탐구,경제 수학,미술,사회·문화,심화 국어,세계사,정보,공통수학1,동아시아사,과학과제 연구,물리학Ⅰ,정치와 법,융합과학 탐구,지구과학Ⅰ,한문Ⅰ,언어와 매체,여행지리,공통영어1,한국사1,중국어Ⅰ,화법과 작문,확률과 통계,체육1,공통국어1,스포츠 생활,통합사회1,한국지리,체육 탐구,미술 창작,생활과 과학,심화 영어Ⅰ,보건,미적분,지구과학Ⅱ,[보강]체육 탐구,자율·자치활동,수학Ⅰ,인공지능과 미래사회,윤리와 사상,고전 읽기,미술 감상과 비평,경제,통합과학1,일본어Ⅰ,화학Ⅰ,물리학Ⅱ,[보강]운동과 건강,운동과 건강,문학,음악 연주,기하,논술,화학Ⅱ,영어권 문화,영어Ⅰ,과학탐구실험1,자율활동,생활과 윤리,생명과학Ⅱ,음악 감상과 비평,생명과학Ⅰ,세계지리,환경,영미 문학 읽기"
서울특별시교육청,창문여자고등학교,서울특별시,일반고,"심리학,음악,진로활동,심화 국어,사회문제 탐구,미술,세계사,사회·문화,생태와 환경,경제 수학,공통수학1,동아시아사,수학과제 탐구,물리학Ⅰ,정치와 법,영어Ⅱ,지구과학Ⅰ,언어와 매체,여행지리,한국사1,공통영어1,중국어Ⅰ,확률과 통계,공통국어1,체육1,생활과 과학,통합사회1,중국어Ⅱ,스포츠 생활,심화 영어Ⅰ,한국지리,미적분,지구과학Ⅱ,자율·자치활동,생활과 한문,수학Ⅰ,윤리와 사상,고전 읽기,미술 감상과 비평,통합과학1,미술사,시업식,화학Ⅰ,미술 전공 실기,물리학Ⅱ,기술·가정,고전문학 감상,운동과 건강,입학식,기하,화학Ⅱ,대체공휴일,영어권 문화,[보강]언어와 매체,영어Ⅰ,과학탐구실험1,자율활동,생활과 윤리,생명과학Ⅱ,생명과학Ⅰ,세계지리,독서,진로와 직업,환경,영미 문학 읽기"
서울특별시교육청,청담고등학교,서울특별시,일반고,"영어 독해와 작문,심리학,음악,진로활동,심화 국어,미술,세계사,사회·문화,체육 전공 실기 기초,정보,일본 문화,공통수학1,동아시아사,중국 문화,물리학Ⅰ,정치와 법,지구과학Ⅰ,언어와 매체,한국사1,공통영어1,중국어Ⅰ,화법과 작문,확률과 통계,공통국어1,체육1,스포츠 생활,통합사회1,생활과 과학,한국지리,심화 영어Ⅰ,세계 문제와 미래 사회,미적분,지구과학Ⅱ,자율·자치활동,수학Ⅰ,윤리와 사상,동아리활동,고전 읽기,경제,통합과학1,일본어Ⅰ,화학Ⅰ,물리학Ⅱ,입체 조형,운동과 건강,문학,기하,화학Ⅱ,영어권 문화,영어Ⅰ,과학탐구실험1,진로 영어,자율활동,생활과 윤리,생명과학Ⅱ,인공지능과 피지컬컴퓨팅,생명과학Ⅰ,세계지리,환경"
서울특별시교육청,청량고등학교,서울특별시,자율고,"드로잉,미적분D,음악,생활과 윤리C,윤리와 사상C,화학ⅠB,사회·문화C,한국사1,공통영어1,통합사회1,미술 창작,세계지리A,생활과 과학D,심화 국어C-2,물리학ⅡC,생명과학ⅠD,동아리활동,생활과 윤리D-1,동아시아사B,기하E,생명과학ⅡA,생명과학ⅠA,경제B,영어권 문화A-1,지구과학ⅠE-2,윤리와 사상D-2,자율활동,생활과 윤리B,생명과학ⅡD,지구과학ⅠD,사회·문화B,지구과학ⅠC,생활과 윤리D-2,정보,사회문제 탐구B,공통수학1,윤리와 사상D-1,정치와 법B,화학ⅠD,윤리와 사상E-1,생명과학ⅡB,세계지리C,정치와 법E,한국지리B,생명과학ⅠB,자율·자치활동,영어권 문화D,통합과학1,미적분A,세계사B,운동과 건강,문학,경제C,윤리와 사상B,사회문제 탐구C,음악 감상과 비평,생명과학ⅠC,지구과학ⅡC,심리학,사회·문화D,생명과학ⅠE,한문Ⅰ,지구과학ⅠA,생활과 과학B,심화 국어A,체육1,공통국어1,화학ⅠC,생활과 과학A,영어권 문화B,윤리와 사상E-2,물리학ⅠE,수학Ⅰ,영어권 문화A-2,미적분B,기하C,화학ⅠA,논술,윤리와 사상A,영어Ⅰ,과학탐구실험1,독서,지구과학ⅠE-1,세계사D,진로와 직업,물리학ⅡD,영어 독해와 작문,지구과학ⅡD,사회·문화A,미술,지구과학ⅠB,세계사E,기하D,정치와 법C,심화 국어D,생애 설계와 자립,세계사A,심화 국어C-1,화법과 작문,중국어Ⅰ,확률과 통계,스포츠 생활,세계지리D,영어권 문화C,생활과 윤리A,물리학ⅠD,정치와 법A,사회문제 탐구D,경제A,화학ⅡC,기하B,일본어Ⅰ,심화 국어E,미술 전공 실기,미적분C,한국지리A,세계지리B,사회문제 탐구A,경제 수학C,화학ⅡA,심화 국어B,물리학ⅠA"
서울특별시교육청,청원고등학교,서울특별시,일반고,"연극,음악,진로활동,사회문제 탐구,체육 전공 실기 심화,세계사,정치와 법,영어Ⅱ,일본어Ⅱ,공통영어1,한국사1,통합사회1,체육,화학Ⅰ,[보강]자율활동,진로 영어,정보과제연구,자율활동,생명과학Ⅱ,정보,공통수학1,물리학Ⅰ,언어와 매체,생활과 과학,자율·자치활동,경제,통합과학1,스포츠 경기 분석,운동과 건강,문학,영어권 문화,교육학,세계지리,환경,심리학,심화 국어,컴퓨터 그래픽,체육 전공 실기 기초,인공지능 수학,수학과제 탐구,생명과학 실험,스포츠 경기 체력,체육1,공통국어1,한국지리,수학Ⅰ,인공지능과 미래사회,화학 실험,[보강]화학 실험,[보강]정치와 법,화학Ⅱ,논술,영어Ⅰ,과학탐구실험1,생활과 윤리,진로와 직업,고전과 윤리,경제 수학,미술,사회·문화,동아시아사,과학과제 연구,생애 설계와 자립,지구과학Ⅰ,여행지리,화법과 작문,한문Ⅱ,확률과 통계,중국어Ⅰ,과학사,보건,미적분,지구과학Ⅱ,윤리와 사상,고전 읽기,일본어Ⅰ,실용 영어,물리학Ⅱ,데이터과학과 머신러닝,입학식,기하,[보강]진로활동,실용 국어,생명과학Ⅰ,인공지능 기초,수학과 인공지능"
서울특별시교육청,청원여자고등학교,서울특별시,일반고,"심리학,고전과 윤리,음악,진로활동,사회문제 탐구,컴퓨터 그래픽,미술,사회·문화,심화 국어,세계사,정보,생태와 환경,공통수학1,동아시아사,수학과제 탐구,빅데이터 분석,물리학Ⅰ,정치와 법,영어Ⅱ,지구과학Ⅰ,한문Ⅰ,언어와 매체,일본어Ⅱ,생명과학 실험,여행지리,공통영어1,한국사1,중국어Ⅰ,화법과 작문,확률과 통계,체육1,공통국어1,생활과 과학,통합사회1,한국지리,보건,중국어Ⅱ,심화 영어Ⅰ,체육,미적분,지구과학Ⅱ,자율·자치활동,수학Ⅰ,윤리와 사상,고전 읽기,미술 감상과 비평,호모 스토리텔리쿠스,경제,통합과학1,식품안전과 건강,일본어Ⅰ,영어비판적읽기,화학Ⅰ,물리학Ⅱ,화학 실험,운동과 건강,문학,기하,화학Ⅱ,영어권 문화,프로그래밍,통합수학Ⅰ,영어Ⅰ,과학탐구실험1,진로 영어,자율활동,생활과 윤리,생명과학Ⅱ,음악 감상과 비평,생명과학Ⅰ,세계지리,인공지능 기초,가정과학,교육학,경제 수학,영미 문학 읽기"
서울특별시교육청,충암고등학교,서울특별시,일반고,"미적분D,음악,진로활동,일본어ⅠB-1,운동과 건강A-2,윤리와 사상C,환경O-3,보건P-1,여행지리C,세계시민,여행지리D,확률과 통계A,화학ⅠB,사회·문화C,교육학P,교육학O,중국 문화O,여행지리B,한국사1,공통영어1,[보강]세계지리D-1,생활과 창의성O,운동과 건강C,통합사회1,세계지리A,확률과 통계C-2,[보강]생명과학ⅡE,인문학적 상상여행,생활과 과학D,인공지능 기초O-2,물리학ⅡC,확률과 통계G-1,동아리활동,정보C,미술 감상과 비평,동아시아사B,일본 문화O-1,경제B,언어와 매체C,실용 영어C,사회·문화G-2,사회문제 탐구F,정치와 법G,진로 영어,화법과 작문F,일본 문화P-1,현대 세계의 변화E,자율활동,생명과학ⅡD,영어 독해와 작문C,운동과 건강C-1,경제 수학D,영미 문학 읽기,실용 영어B,지구과학ⅠC,영어 독해와 작문D-3,매체 미술,공통수학1,일본어ⅠD-1,확률과 통계E-1,사회문제 탐구G,일본어ⅠC-2,일본어ⅠB-2,언어와 매체F,화학ⅠD,세계지리C-1,일본 문화P-2,과학사E,화법과 작문G,환경O-2,[보강]세계지리,확률과 통계F,심화 수학Ⅰ,한국지리B,환경P-2,자율·자치활동,경제D,통합과학1,미적분A,세계지리D-1,진로 영어B,운동과 건강B-2,문학,사회·문화E,경제 수학E,경제A-1,과학과제 연구D,경제C,화법과 작문B,[보강]수학Ⅰ,화법과 작문E,[보강]과학사,과학사C,윤리와 사상B,실용 영어A,사회문제 탐구C,세계지리B-2,사회·문화G-1,음악 감상과 비평,물리학ⅡB,인공지능 기초P-2,환경,일본어ⅠA-1,확률과 통계G-2,생활과 창의성P-2,지구과학ⅡC,[보강]기하,심화 국어,언어와 매체G,체육 전공 실기 기초,일본어ⅠA-2,인공지능 수학,일본 문화O-2,사회·문화F,확률과 통계B,생활과 창의성P-1,생활과 과학C,수학과제 탐구,심화 영어ⅠE,음악 이론,지구과학ⅠA,생활과 과학B,진로 영어A,심화 수학ⅠF,화법과 작문D,지구과학ⅠB-1,공통국어1,체육1,생활과 과학A,인공지능 기초O-1,영어 독해와 작문A-1,경제 수학F,인문학적 상상여행P,생명과학ⅡE,과학사F,수학Ⅰ,인문학적 상상여행O,윤리와 사상D,화법과 작문C,운동과 건강A-1,과학과제 연구C,동아시아사A,미적분B,스포츠 경기 체력B,일본어ⅠC-1,보건O-2,화학ⅠA,윤리와 사상A,영어 독해와 작문D-2,영어Ⅰ,지구과학ⅠD-2,지구과학ⅡB,과학탐구실험1,영어 독해와 작문E,생활과 창의성,지구과학ⅠD-1,운동과 건강D,정보A,경제A-2,물리학ⅡD,언어와 매체D,언어와 매체A,확률과 통계C-1,진로 영어E,[보강]세계지리A,화학ⅠC-2,지구과학ⅠB-2,확률과 통계E-2,미술,[보강]생명과학Ⅱ,인공지능 기초P-1,기하D,세계지리D-2,일본어ⅠD-2,심화 영어ⅠF,언어와 매체E,영어 독해와 작문A-2,화학ⅡG,운동과 건강B-1,영어 독해와 작문A-3,환경P-1,영어 독해와 작문F-2,미적분G,진로 영어G,고전과 윤리D,화법과 작문,세계지리C-2,스포츠 생활,언어와 매체B,과학사B,영어 독해와 작문B,보건,[보강]생명과학ⅡF,심화 수학ⅠG,기하A,정치와 법A,영어 독해와 작문D-1,고전 읽기,물리학ⅡG,정보D,화학ⅡC,미적분E,한문ⅠD,운동과 건강C-2,중국어ⅠC,여행지리A,운동과 건강D-2,기하,미적분C,보건O-1,환경O-1,화학ⅠC-1,[보강]진로활동,사회문제 탐구A,[보강]세계시민,세계지리B-1,영어 독해와 작문F-1,화학ⅡA,운동과 건강A,한국지리D"
서울특별시교육청,태릉고등학교,서울특별시,일반고,"음악,진로활동,사회문제 탐구,세계사,정치와 법,영어Ⅱ,일본어Ⅱ,한국사1,공통영어1,통합사회1,체육,진로활동정애경,동아리활동,미술 감상과 비평,진로활동김낙범,화학Ⅰ,진로활동박광현,진로활동김성수,자율활동,인공지능과 피지컬컴퓨팅,생명과학Ⅱ,정보,공통수학1,물리학Ⅰ,언어와 매체,생활과 과학,심화 영어Ⅰ,자율·자치활동,진로활동윤주영,진로활동신승교,경제,통합과학1,운동과 건강,문학,영어권 문화,프로그래밍(PYTHON),교육학,음악 감상과 비평,세계지리,환경,심화 국어,진로활동강효진,수학과제 탐구,한문Ⅰ,공통국어1,한국지리,진로활동이종애,논리학,수학Ⅰ,일본어ⅠB2,화학Ⅱ,영어Ⅰ,과학탐구실험1,생활과 윤리,일본어ⅠB1,스포츠 문화,경제 수학,미술,사회·문화,동아시아사,과학과제 연구,지구과학Ⅰ,여행지리,화법과 작문,중국어Ⅰ,확률과 통계,미적분,지구과학Ⅱ,윤리와 사상,고전 읽기,일본어Ⅰ,미술 전공 실기,물리학Ⅱ,데이터과학과 머신러닝,기하,진로활동이윤하,생명과학Ⅰ,인공지능 기초"
서울특별시교육청,풍문고등학교,서울특별시,일반고,"심화 국어심화국어C,음악,진로활동,세계사,미적분미적분 H,한국 사회의 이해한국 사회의 이해 J,영어Ⅱ,심화 영어Ⅰ심화영어1 D,스페인어권 문화스페인어권 문화 H,수학과제 탐구수학과제 탐구 I,진로활동진로 I,운동과 건강운동과 건강 A,미적분미적분 A,한국 사회의 이해한국 사회의 이해 C,스페인어권 문화스페인어권 문화 F,화학Ⅰ화학1 B,정치와 법정치와 법 E,공통영어1,한국사1,영어Ⅱ영어2 F,생활과 윤리생활과 윤리 F,진로 영어진로 영어 H,통합사회1,윤리와 사상윤리와 사상 E,스페인어권 문화스페인어권 문화 I,음악음악 C,음악음악 F,사회·문화사회문화 B,기하기하 E,영어Ⅱ영어2 D,통합수학Ⅰ통합수학1 E,생활과 윤리생활과 윤리 H,지구과학Ⅰ지구과학C,생활과 과학생활과 과학 D,한국 사회의 이해한국 사회의 이해 G,동아리활동,생활과 윤리생활과 윤리 D,진로와 직업진로와 직업 H,화법과 작문화법과 작문 C,세계시민교육,물리학Ⅰ물리학1 A,화학Ⅱ화학2 F,확률과 통계확률과 통계2 E,기하기하 F,정치와 법정치와 법 F,화학Ⅱ화학2 A,화학Ⅰ화학1 C,통합수학Ⅰ통합수학1 F,여행지리여행지리 I,고전 읽기고전 읽기 H,진로 영어,통합수학Ⅰ통합수학1 J,생명과학Ⅱ,독서독서D,운동과 건강운동과 건강 C,물리학Ⅱ물리학2 H,생활과 과학생활과 과학 B,여행지리여행지리 B,음악음악 D,진로와 직업진로와 직업 I,독서독서F,공통수학1,중국 문화중국 문화E,여행지리여행지리 D,사회·문화사회문화1 D,영어Ⅱ영어2 I,지구과학Ⅰ지구과학A,사회·문화사회문화1 C,심화 영어Ⅰ심화영어1 E,운동과 건강운동과 건강 I,운동과 건강운동과 건강 D,스페인어권 문화스페인어권 문화 D,수학과제 탐구수학과제 탐구 B,인공지능 수학인공지능 수학 C,화법과 작문화법과 작문 E,독서독서I,자율·자치활동,미적분미적분 G,윤리와 사상윤리와 사상 A,미적분미적분 I,진로와 직업진로와 직업E,인공지능 수학인공지능 수학 B,[보강]진로활동진로 I,물리학Ⅱ물리학2 F,진로와 직업진로와 직업 C,심화 국어심화국어A,경제,통합과학1,심화 영어 독해Ⅰ심화 영어 독해1 G,생활과 윤리생활과 윤리 A,중국 문화중국 문화G,운동과 건강,문학,확률과 통계확률과 통계A,진로와 직업진로와 직업 F,진로활동진로 D,기하기하 D,세계지리,수학과제 탐구수학과제 탐구 C,지구과학Ⅰ지구과학E,확률과 통계확률과 통계D,확률과 통계확률과 통계2 A,음악음악 A,확률과 통계확률과 통계E,진로활동진로 E,심화 국어,음악음악 I,스페인어권 문화스페인어권 문화 G,생활과 과학생활과 과학 C,생명과학Ⅰ생명과학1 E,스페인어권 문화스페인어권 문화 J,고전 읽기고전 읽기 G,화법과 작문화법과 작문 A,화학Ⅰ화학1 A,공통국어1,체육1,독서독서 J,생활과 과학생활과 과학 A,한국지리,물리학Ⅰ물리학1 E,인공지능 수학인공지능 수학 A,생명과학Ⅰ생명과학1 B,사회·문화사회문화1 B,화법과 작문화법과 작문 D,생명과학Ⅰ생명과학1 D,윤리와 사상윤리와 사상 D,독서독서E,확률과 통계확률과 통계2 D,심화 영어 독해Ⅰ심화 영어 독해1 C,음악음악 J,수학Ⅰ,진로활동진로 B,음악음악 B,생명과학Ⅱ생명과학2 A,심화 국어심화국어B,운동과 건강운동과 건강 F,생활과 윤리생활과 윤리 E,영어Ⅰ,독서독서G,과학탐구실험1,확률과 통계확률과 통계C,독서,진로 영어진로 영어 B,물리학Ⅰ물리학1 C,진로와 직업,스페인어권 문화스페인어권 문화 C,영어Ⅱ영어2 E,진로 영어진로 영어 G,확률과 통계확률과 통계B,한국 사회의 이해한국 사회의 이해 I,한국지리한국지리 D,미술,지구과학Ⅰ지구과학B,영어Ⅱ영어2 H,확률과 통계확률과 통계2 B,화학Ⅱ화학2 H,통합수학Ⅰ통합수학1 B,여행지리여행지리 C,한국지리한국지리 A,화학Ⅰ화학1 E,윤리와 사상윤리와 사상 C,여행지리,진로활동진로 C,음악음악 E,미적분미적분 J,독서독서B,한국 사회의 이해한국 사회의 이해 B,영어Ⅱ영어2 A,진로와 직업진로와 직업 E,운동과 건강운동과 건강 E,중국 문화중국 문화D,지구과학Ⅱ,생명과학Ⅰ생명과학1 C,지구과학Ⅰ지구과학D,영어Ⅱ영어2 B,사회·문화사회문화 D,확률과 통계확률과 통계2 C,스페인어권 문화스페인어권 문화 E,독서독서C,생활과 윤리생활과 윤리 J,화법과 작문화법과 작문 F,생활과 과학생활과 과학 E,생명과학Ⅰ생명과학1 A,영어Ⅱ영어2 J,사회·문화사회문화1 A,사회·문화사회문화2 E,생활과 과학생활과 과학 G,생명과학Ⅱ생명과학2 J,수학과제 탐구수학과제 탐구 J,운동과 건강운동과 건강 J,독서독서H,진로활동진로 A,봉사활동,윤리와 사상윤리와 사상 B,독서독서A"
서울특별시교육청,하나고등학교,서울특별시,자율고,"음악,진로활동,세계사,정치와 법,AP 세계사,프런티어 사이언스,공통영어1,한국사1,통합사회1,AP 통계학,AP 화학 Ⅰ,독서와 사고,심화 영어 독해Ⅰ,퍼블릭스피킹과 프리젠테이션,호모 스토리텔리쿠스,AP 미시경제,일본어 회화Ⅱ,음악 연주,일본어문법,자율활동,AP 생물학Ⅰ,중국 언어와 역사의 이해1,일본 문화,매체 미술,공통수학1,생활과 과학,심화 영어Ⅰ,심화 수학Ⅰ,국제 경제,심화화학,자율·자치활동,응용지구과학탐구,경제,통합과학1,일본어 회화Ⅰ,미술사,전자기학 및 실험,운동과 건강,문학,통합수학Ⅰ,프로그래밍(PYTHON),세계지리,현대 물리학 Ⅰ,수학연습Ⅱ,인간과 철학,인공지능을 위한 이산수학,에너지환경과학,심리학,사회 과제 연구,영어 비평적 읽기와 쓰기,심화 국어,일본 언어와 역사의 이해1,심화 미분적분학Ⅰ,공통국어1,수학Ⅰ,글로벌 이슈 세미나1,일본어,논술,영어Ⅰ,과학탐구실험1,AP 미적분학,생활과 윤리,미술,사회·문화,유기화학,과학과제 연구,비교 문화,지구과학Ⅰ,영미문학 Ⅰ,화법과 작문,스포츠 생활,시사영어,전산 물리학,윤리와 사상,고전 읽기,현대문학 감상,고급 생명과학,물리학Ⅱ,자료구조와 알고리즘,기하,프로그래밍,응용생명과학탐구,응용수학탐구,중국어"
서울특별시교육청,한가람고등학교,서울특별시,자율고,"미술1반,영화의 이해J1,진로활동,물리학Ⅱ물리학II,세계사,체육16반,프로그래밍G,미디어 콘텐츠 일반2,화학Ⅱ화2,체육12반,화학ⅠB,사회·문화C,공통영어1,체육14반,미적분미적분D,통합사회1,물리학Ⅰ물IE,영화의 이해G,스포츠 경기 실습C반,수학Ⅰ수업3반,진로활동진로2반,스포츠 경기 실습F반,생명과학ⅠD,미술 창작미창A,동아리활동,일본어Ⅰ2반,진로활동진로5반,기하E,사회문제 탐구사문탐 1반,실용 수학실용수학C반,생활과 윤리2B,진로활동진로1반,자율활동,스포츠 경기 실습H1반,공통수학1수업 5반,생활과 과학생과D,사회·문화B,정치와 법정법A,미술 창작미창C,영어 독해와 작문3D,일본어Ⅰ6반,생활과 과학생과E,미적분미적분G,언어와 매체,수학Ⅰ수업2반,체조 운동수업A반,미디어 콘텐츠 일반B,정치와 법정법E,한국사11-4 한국사,생명과학ⅠB,음악음악5,자율·자치활동,음악 감상과 비평음비F,경제,통합과학1,미술3반,지구과학Ⅰ지구ⅠA,진로활동진로6반,체육 탐구수업반F2,진로활동진로4반,공통수학1수업 1반,음악 감상과 비평음비D,영어 독해와 작문3H3,실용 수학실용수학F반,영화의 이해J2,음악음악6,세계지리,일본어Ⅰ3반,여행지리L3,체육15반,실용 수학실용수학D반,여행지리L1,공통수학12반,수학Ⅰ5,생명과학ⅠE,영어 독해와 작문3F,한국사13반 한국사,음악 감상과 비평음비E,여행지리L2,공통국어1,화학ⅠC,한국지리,생명과학ⅡG,일본어Ⅰ4반,영미 문학 읽기영미문학읽기,실용 수학실용수학G반,지구과학Ⅰ지구ⅠD,미디어 콘텐츠 일반E,생활과 윤리2D,지구과학Ⅰ지구ⅠE,스포츠 생활수업F1반,미적분미적분I_1,한국사11반 한국사,진로활동진로3반,기하C,화학ⅠA,영어 독해와 작문3B,영어Ⅰ,공통수학14반,스포츠 생활수업F2반,고급 수학Ⅰ고급수학1,과학탐구실험1,윤리와 사상3C,독서,수학Ⅰ6,체육 탐구수업반F1,미적분미적부I_2,공통수학1수업 3반,미술2반,한국사11-6 한국사,사회·문화A,생활과 윤리2A,한국사12반 한국사,체육 탐구수업반F3,수학Ⅰ수업1반,사회문제 탐구사문탐 2반,수학Ⅰ수업4반,윤리와 사상3F,공통수학16반,영어 독해와 작문3H2,체육13반,음악음악4,스포츠 생활수업F3반,체육11반,지구과학Ⅱ,미디어 콘텐츠 일반1,생활과 윤리2E,물리학Ⅰ물IC,생명과학ⅡF,기하기하D반,영화의 이해A,고급 생명과학,고급 물리학고급물리학,스포츠 경기 실습수업반H2,스포츠 경기 실습수업반H3,프로그래밍C,중국어Ⅰ중국어,영어 독해와 작문3H1,일본어Ⅰ5반,여행지리K,스포츠 경기 실습B반,일본어Ⅰ1반,미술 창작미창E,한국사11-5 한국사"
서울특별시교육청,한강미디어고등학교,서울특별시,특성화고,"* 디지털디자인 프로젝트 설계,스마트콘텐츠실무,통합사회,영상 제작 기초,* 제품디자인 리서치 기초,음악,진로활동,컴퓨터 그래픽,* 디지털 색채 운용,* 크리에이티브 전략 수립,* 제작기획,* 촬영 제작,* 스마트문화앱 UX 설계,* 아이템 선정,공통수학1,* 디자인 아이디어 발상 표현,조형,* 방송제작시스템 운용,* 효과편집,국어,사무 관리,한국사,공통영어1,공통국어1,체육1,통합사회1,* 사진장비관리,* 디지털 이미지 프로세싱,수학,* 촬영 준비,* 2D 캐릭터 제작,* 2D 그래픽제작,* 스마트문화앱콘텐츠 설계,* 시나리오 창작,* 디자인 구성요소 응용,* 비주얼 아이데이션 구상,디자인 일반,* 편집디자인 자료 관리,* 캐릭터콘텐츠 제작 기획,미디어 콘텐츠 일반,* 게임 3D 캐릭터 제작,자율·자치활동,* 사진조명,* 프로토타입 기초데이터 수집 및 스케치,* 편집디자인 소프트웨어 활용,통합과학1,일본어Ⅰ,* 시안 디자인 개발 기초,실용 영어,* 프로그램 기획,* 시각디자인 리서치 조사,* 동시녹음,* 특수촬영,사진과 삶,문화 콘텐츠 산업 일반,성공적인 직업생활,* 스마트문화앱 개발환경 구축,* 방송 리허설,운동과 건강,* 시안 디자인 개발 응용,* 제작계획,* 온라인 광고제작,* 모형 제작,영어Ⅰ,* 제작편집,자율활동,* 캐릭터 그래픽 요소 제작,* 디자인 구성요소 제작,영어,영화와 삶,[보강]체육1"
서울특별시교육청,한광고등학교,서울특별시,일반고,"개학식(2,3),영어 독해와 작문,심리학,스포츠 문화,음악,체육 탐구B,사회문제 탐구,사회·문화F,진로활동,공통수학1,스포츠 경기 체력C,체육 탐구C,기후변화와 지속가능한 세계,언어와 매체J,자율활동위탁,[보강]미적분,스포츠 경기 체력,공통영어1,한국사1,미적분G,화법과 작문,확률과 통계,공통국어1,스포츠 경기 체력A,한국지리H,통합사회1,생활과 과학,체육 탐구,스포츠 개론B,스포츠 생활,미술 창작,스포츠 개론A,생명과학ⅠF,영어권 문화C,입학식(1),체육 탐구A,자율·자치활동,수학Ⅰ,윤리와 사상D,윤리와 사상F,동아리활동,[보강]문학,실용 경제,통합과학1,스포츠 경기 실습E,일본어Ⅰ,스포츠 경기 체력B,화법과 작문I,동아리활동위탁,기술·가정,운동과 건강,문학,스포츠 경기 실습,사회·문화E,논술,[보강]수학Ⅰ,영어Ⅰ,정치와 법G,스포츠 개론,과학탐구실험1,화법과 작문J,자율활동,생명과학ⅡH,생활과 윤리,생명과학Ⅰ,논술위탁,봉사활동,진로와 직업,환경,언어와 매체I"
서울특별시교육청,한국삼육고등학교,서울특별시,일반고,"영어 독해와 작문,심리학,음악,사회문제 탐구,미술,사회·문화,세계사,정보,공통수학1,수학과제 탐구,물리학Ⅰ,정치와 법,지구과학Ⅰ,[보강]한국사1,여행지리,공통영어1,한국사1,화법과 작문,확률과 통계,공통국어1,체육1,스포츠 생활,통합사회1,생활과 과학,보건,한국지리,미적분,자율·자치활동,수학Ⅰ,고전 읽기,미술 감상과 비평,경제,통합과학1,화학Ⅰ,물리학Ⅱ,운동과 건강,문학,기하,화학Ⅱ,영어권 문화,종교학,영어Ⅰ,스페인어Ⅰ,과학탐구실험1,자율활동,생활과 윤리,생명과학Ⅱ,음악 감상과 비평,생명과학Ⅰ,세계지리,교육학,인공지능 기초,영미 문학 읽기"
서울특별시교육청,한서고등학교,서울특별시,일반고,"음악,진로활동,사회문제 탐구,세계사,중국 문화,정치와 법,일본어Ⅱ,한국사1,공통영어1,통합사회1,[보강]과학탐구실험1,[보강]통합과학1,체육,동아리활동,미술 감상과 비평,화학Ⅰ,진로 영어,자율활동,생명과학Ⅱ,공학 일반,영미 문학 읽기,생태와 환경,[보강]생태와 환경,공통수학1,물리학Ⅰ,언어와 매체,생활과 과학,심화 영어Ⅰ,진단평가,정보과학,경제,통합과학1,운동과 건강,문학,실용 수학,교육학,음악 감상과 비평,세계지리,[보강]지구과학Ⅱ,공통국어1,체육1,[보강]영어 독해와 작문,한국지리,식품과 영양,수학Ⅰ,고전문학 감상,화학Ⅱ,논술,영어Ⅰ,과학탐구실험1,생활과 윤리,[보강]지구과학Ⅰ,독서,영어 독해와 작문,철학,미술,사회·문화,동아시아사,과학과제 연구,개교기념일,지구과학Ⅰ,여행지리,중국어Ⅰ,화법과 작문,확률과 통계,보건,미적분,윤리와 사상,고전 읽기,일본어Ⅰ,미술 전공 실기,물리학Ⅱ,입학식,기하,[보강]심화 영어Ⅰ,프로그래밍,아동 생활 지도,생명과학Ⅰ,인공지능 기초"
